[Step 0] Agent 0 Action: 2, Reward: 0.0000
[Simulate] Step 2944: Queue length 2, Waiting time 247.0
[Simulate] Step 2945: Queue length 2, Waiting time 71.0
[Simulate] Step 2946: Queue length 2, Waiting time 73.0
[Simulate] Step 2947: Queue length 2, Waiting time 75.0
[Simulate] Step 2948: Queue length 2, Waiting time 77.0
[Simulate] Step 2949: Queue length 2, Waiting time 79.0
[Simulate] Step 2950: Queue length 2, Waiting time 81.0
[Simulate] Step 2951: Queue length 2, Waiting time 83.0
[Simulate] Step 2952: Queue length 2, Waiting time 85.0
[Simulate] Step 2953: Queue length 2, Waiting time 87.0
[Simulate] Step 2954: Queue length 2, Waiting time 89.0
[Simulate] Step 2955: Queue length 2, Waiting time 91.0
[Simulate] Step 2956: Queue length 2, Waiting time 93.0
[Simulate] Step 2957: Queue length 2, Waiting time 95.0
[Simulate] Step 2958: Queue length 3, Waiting time 98.0
[Simulate] Step 2959: Queue length 3, Waiting time 101.0
[Simulate] Step 2960: Queue length 3, Waiting time 104.0
[Simulate] Step 2961: Queue length 3, Waiting time 107.0
[Simulate] Step 2962: Queue length 3, Waiting time 110.0
[Simulate] Step 2963: Queue length 3, Waiting time 113.0
[Simulate] Step 2964: Queue length 3, Waiting time 116.0
[Simulate] Step 2965: Queue length 3, Waiting time 119.0
[Simulate] Step 2966: Queue length 3, Waiting time 122.0
[Simulate] Step 2967: Queue length 3, Waiting time 125.0
[Simulate] Step 2968: Queue length 3, Waiting time 128.0
[Simulate] Step 2969: Queue length 3, Waiting time 131.0
[Simulate] Step 2970: Queue length 3, Waiting time 134.0
[Simulate] Step 2971: Queue length 3, Waiting time 137.0
[Simulate] Step 2972: Queue length 3, Waiting time 140.0
[Simulate] Step 2973: Queue length 3, Waiting time 143.0
[Simulate] Step 2974: Queue length 3, Waiting time 146.0
[Simulate] Step 2975: Queue length 3, Waiting time 149.0
[Simulate] Step 2976: Queue length 3, Waiting time 152.0
[Simulate] Step 2977: Queue length 3, Waiting time 155.0
[Simulate] Step 2978: Queue length 3, Waiting time 158.0
[Simulate] Step 2979: Queue length 3, Waiting time 161.0
[Simulate] Step 2980: Queue length 3, Waiting time 164.0
[Simulate] Step 2981: Queue length 3, Waiting time 167.0
[Simulate] Step 2982: Queue length 3, Waiting time 170.0
[Simulate] Step 2983: Queue length 3, Waiting time 173.0
[Simulate] Step 2984: Queue length 3, Waiting time 176.0
[Simulate] Step 2985: Queue length 3, Waiting time 179.0
[Simulate] Step 2986: Queue length 3, Waiting time 182.0
[Simulate] Step 2987: Queue length 3, Waiting time 185.0
[Simulate] Step 2988: Queue length 3, Waiting time 188.0
[Simulate] Step 2989: Queue length 3, Waiting time 191.0
[Simulate] Step 2990: Queue length 3, Waiting time 194.0
[Simulate] Step 2991: Queue length 3, Waiting time 197.0
[Simulate] Step 2992: Queue length 3, Waiting time 200.0
[Simulate] Step 2993: Queue length 3, Waiting time 203.0
[Step 2993] Agent 0 Action: 0, Reward: -0.0400
[Step 2993] Adaptive green duration: 49
[Simulate] Step 2994: Queue length 3, Waiting time 206.0
[Simulate] Step 2995: Queue length 3, Waiting time 209.0
[Simulate] Step 2996: Queue length 3, Waiting time 212.0
[Simulate] Step 2997: Queue length 3, Waiting time 215.0
[Simulate] Step 2998: Queue length 3, Waiting time 218.0
[Simulate] Step 2999: Queue length 3, Waiting time 221.0
[Simulate] Step 3000: Queue length 3, Waiting time 224.0
[Simulate] Step 3001: Queue length 3, Waiting time 227.0
[Simulate] Step 3002: Queue length 3, Waiting time 230.0
[Simulate] Step 3003: Queue length 3, Waiting time 233.0
[Simulate] Step 3004: Queue length 3, Waiting time 236.0
[Simulate] Step 3005: Queue length 3, Waiting time 239.0
[Simulate] Step 3006: Queue length 3, Waiting time 242.0
[Simulate] Step 3007: Queue length 3, Waiting time 245.0
[Simulate] Step 3008: Queue length 3, Waiting time 248.0
[Simulate] Step 3009: Queue length 3, Waiting time 251.0
[Simulate] Step 3010: Queue length 3, Waiting time 254.0
[Simulate] Step 3011: Queue length 3, Waiting time 257.0
[Simulate] Step 3012: Queue length 3, Waiting time 260.0
[Simulate] Step 3013: Queue length 3, Waiting time 263.0
[Simulate] Step 3014: Queue length 3, Waiting time 266.0
[Simulate] Step 3015: Queue length 3, Waiting time 269.0
[Simulate] Step 3016: Queue length 3, Waiting time 272.0
[Simulate] Step 3017: Queue length 3, Waiting time 275.0
[Simulate] Step 3018: Queue length 3, Waiting time 278.0
[Simulate] Step 3019: Queue length 3, Waiting time 281.0
[Simulate] Step 3020: Queue length 3, Waiting time 284.0
[Simulate] Step 3021: Queue length 3, Waiting time 287.0
[Simulate] Step 3022: Queue length 3, Waiting time 290.0
[Simulate] Step 3023: Queue length 3, Waiting time 293.0
[Simulate] Step 3024: Queue length 3, Waiting time 296.0
[Simulate] Step 3025: Queue length 3, Waiting time 299.0
[Simulate] Step 3026: Queue length 3, Waiting time 302.0
[Simulate] Step 3027: Queue length 3, Waiting time 305.0
[Simulate] Step 3028: Queue length 3, Waiting time 308.0
[Simulate] Step 3029: Queue length 3, Waiting time 311.0
[Simulate] Step 3030: Queue length 3, Waiting time 314.0
[Simulate] Step 3031: Queue length 3, Waiting time 317.0
[Simulate] Step 3032: Queue length 3, Waiting time 320.0
[Simulate] Step 3033: Queue length 3, Waiting time 323.0
[Simulate] Step 3034: Queue length 3, Waiting time 326.0
[Simulate] Step 3035: Queue length 3, Waiting time 329.0
[Simulate] Step 3036: Queue length 3, Waiting time 332.0
[Simulate] Step 3037: Queue length 3, Waiting time 335.0
[Simulate] Step 3038: Queue length 3, Waiting time 338.0
[Simulate] Step 3039: Queue length 3, Waiting time 341.0
[Simulate] Step 3040: Queue length 3, Waiting time 344.0
[Simulate] Step 3041: Queue length 3, Waiting time 347.0
[Simulate] Step 3042: Queue length 3, Waiting time 350.0
[Step 3042] Agent 0 Action: 0, Reward: -0.3940
[Step 3042] Adaptive green duration: 50
[Simulate] Step 3043: Queue length 3, Waiting time 353.0
[Simulate] Step 3044: Queue length 3, Waiting time 356.0
[Simulate] Step 3045: Queue length 3, Waiting time 359.0
[Simulate] Step 3046: Queue length 3, Waiting time 362.0
[Simulate] Step 3047: Queue length 3, Waiting time 365.0
[Simulate] Step 3048: Queue length 3, Waiting time 368.0
[Simulate] Step 3049: Queue length 3, Waiting time 371.0
[Simulate] Step 3050: Queue length 3, Waiting time 374.0
[Simulate] Step 3051: Queue length 3, Waiting time 377.0
[Simulate] Step 3052: Queue length 3, Waiting time 380.0
[Simulate] Step 3053: Queue length 3, Waiting time 383.0
[Simulate] Step 3054: Queue length 3, Waiting time 386.0
[Simulate] Step 3055: Queue length 3, Waiting time 389.0
[Simulate] Step 3056: Queue length 3, Waiting time 392.0
[Simulate] Step 3057: Queue length 3, Waiting time 395.0
[Simulate] Step 3058: Queue length 3, Waiting time 398.0
[Simulate] Step 3059: Queue length 3, Waiting time 401.0
[Simulate] Step 3060: Queue length 3, Waiting time 404.0
[Simulate] Step 3061: Queue length 3, Waiting time 407.0
[Simulate] Step 3062: Queue length 3, Waiting time 410.0
[Simulate] Step 3063: Queue length 3, Waiting time 413.0
[Simulate] Step 3064: Queue length 3, Waiting time 416.0
[Simulate] Step 3065: Queue length 3, Waiting time 419.0
[Simulate] Step 3066: Queue length 3, Waiting time 422.0
[Simulate] Step 3067: Queue length 3, Waiting time 425.0
[Simulate] Step 3068: Queue length 3, Waiting time 428.0
[Simulate] Step 3069: Queue length 3, Waiting time 431.0
[Simulate] Step 3070: Queue length 3, Waiting time 434.0
[Simulate] Step 3071: Queue length 3, Waiting time 437.0
[Simulate] Step 3072: Queue length 3, Waiting time 440.0
[Simulate] Step 3073: Queue length 3, Waiting time 443.0
[Simulate] Step 3074: Queue length 3, Waiting time 446.0
[Simulate] Step 3075: Queue length 3, Waiting time 449.0
[Simulate] Step 3076: Queue length 3, Waiting time 452.0
[Simulate] Step 3077: Queue length 3, Waiting time 455.0
[Simulate] Step 3078: Queue length 3, Waiting time 458.0
[Simulate] Step 3079: Queue length 3, Waiting time 461.0
[Simulate] Step 3080: Queue length 3, Waiting time 464.0
[Simulate] Step 3081: Queue length 3, Waiting time 467.0
[Simulate] Step 3082: Queue length 3, Waiting time 470.0
[Simulate] Step 3083: Queue length 3, Waiting time 473.0
[Simulate] Step 3084: Queue length 3, Waiting time 476.0
[Simulate] Step 3085: Queue length 3, Waiting time 479.0
[Simulate] Step 3086: Queue length 3, Waiting time 482.0
[Simulate] Step 3087: Queue length 3, Waiting time 485.0
[Simulate] Step 3088: Queue length 3, Waiting time 488.0
[Simulate] Step 3089: Queue length 3, Waiting time 491.0
[Simulate] Step 3090: Queue length 3, Waiting time 494.0
[Simulate] Step 3091: Queue length 3, Waiting time 497.0
[Simulate] Step 3092: Queue length 3, Waiting time 500.0
[Step 3092] Agent 0 Action: 2, Reward: -0.4000
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 3093: Queue length 3, Waiting time 503.0
[Simulate] Step 3094: Queue length 3, Waiting time 506.0
[Simulate] Step 3095: Queue length 3, Waiting time 509.0
[Simulate] Step 3096: Queue length 3, Waiting time 512.0
[Step 3096] Adaptive green duration: 50
[Simulate] Step 3097: Queue length 1, Waiting time 316.0
[Simulate] Step 3098: Queue length 1, Waiting time 178.0
[Simulate] Step 3099: Queue length 1, Waiting time 179.0
[Simulate] Step 3100: Queue length 1, Waiting time 180.0
[Simulate] Step 3101: Queue length 1, Waiting time 181.0
[Simulate] Step 3102: Queue length 1, Waiting time 182.0
[Simulate] Step 3103: Queue length 1, Waiting time 183.0
[Simulate] Step 3104: Queue length 1, Waiting time 184.0
[Simulate] Step 3105: Queue length 1, Waiting time 185.0
[Simulate] Step 3106: Queue length 1, Waiting time 186.0
[Simulate] Step 3107: Queue length 1, Waiting time 187.0
[Simulate] Step 3108: Queue length 1, Waiting time 188.0
[Simulate] Step 3109: Queue length 1, Waiting time 189.0
[Simulate] Step 3110: Queue length 1, Waiting time 190.0
[Simulate] Step 3111: Queue length 1, Waiting time 191.0
[Simulate] Step 3112: Queue length 1, Waiting time 192.0
[Simulate] Step 3113: Queue length 1, Waiting time 193.0
[Simulate] Step 3114: Queue length 1, Waiting time 194.0
[Simulate] Step 3115: Queue length 1, Waiting time 195.0
[Simulate] Step 3116: Queue length 1, Waiting time 196.0
[Simulate] Step 3117: Queue length 1, Waiting time 197.0
[Simulate] Step 3118: Queue length 1, Waiting time 198.0
[Simulate] Step 3119: Queue length 1, Waiting time 199.0
[Simulate] Step 3120: Queue length 1, Waiting time 200.0
[Simulate] Step 3121: Queue length 1, Waiting time 201.0
[Simulate] Step 3122: Queue length 1, Waiting time 202.0
[Simulate] Step 3123: Queue length 1, Waiting time 203.0
[Simulate] Step 3124: Queue length 1, Waiting time 204.0
[Simulate] Step 3125: Queue length 1, Waiting time 205.0
[Simulate] Step 3126: Queue length 1, Waiting time 206.0
[Simulate] Step 3127: Queue length 1, Waiting time 207.0
[Simulate] Step 3128: Queue length 1, Waiting time 208.0
[Simulate] Step 3129: Queue length 1, Waiting time 209.0
[Simulate] Step 3130: Queue length 1, Waiting time 210.0
[Simulate] Step 3131: Queue length 1, Waiting time 211.0
[Simulate] Step 3132: Queue length 1, Waiting time 212.0
[Simulate] Step 3133: Queue length 1, Waiting time 213.0
[Simulate] Step 3134: Queue length 1, Waiting time 214.0
[Simulate] Step 3135: Queue length 1, Waiting time 215.0
[Simulate] Step 3136: Queue length 1, Waiting time 216.0
[Simulate] Step 3137: Queue length 1, Waiting time 217.0
[Simulate] Step 3138: Queue length 1, Waiting time 218.0
[Simulate] Step 3139: Queue length 1, Waiting time 219.0
[Simulate] Step 3140: Queue length 1, Waiting time 220.0
[Simulate] Step 3141: Queue length 1, Waiting time 221.0
[Simulate] Step 3142: Queue length 1, Waiting time 222.0
[Simulate] Step 3143: Queue length 1, Waiting time 223.0
[Simulate] Step 3144: Queue length 1, Waiting time 224.0
[Simulate] Step 3145: Queue length 1, Waiting time 225.0
[Simulate] Step 3146: Queue length 1, Waiting time 226.0
[Step 3146] Agent 0 Action: 2, Reward: 0.4680
[Step 3146] Adaptive green duration: 47
[Simulate] Step 3147: Queue length 1, Waiting time 227.0
[Simulate] Step 3148: Queue length 1, Waiting time 228.0
[Simulate] Step 3149: Queue length 1, Waiting time 229.0
[Simulate] Step 3150: Queue length 1, Waiting time 230.0
[Simulate] Step 3151: Queue length 1, Waiting time 231.0
[Simulate] Step 3152: Queue length 1, Waiting time 232.0
[Simulate] Step 3153: Queue length 1, Waiting time 233.0
[Simulate] Step 3154: Queue length 1, Waiting time 234.0
[Simulate] Step 3155: Queue length 1, Waiting time 235.0
[Simulate] Step 3156: Queue length 1, Waiting time 236.0
[Simulate] Step 3157: Queue length 1, Waiting time 237.0
[Simulate] Step 3158: Queue length 1, Waiting time 238.0
[Simulate] Step 3159: Queue length 1, Waiting time 239.0
[Simulate] Step 3160: Queue length 1, Waiting time 240.0
[Simulate] Step 3161: Queue length 1, Waiting time 241.0
[Simulate] Step 3162: Queue length 1, Waiting time 242.0
[Simulate] Step 3163: Queue length 1, Waiting time 243.0
[Simulate] Step 3164: Queue length 1, Waiting time 244.0
[Simulate] Step 3165: Queue length 1, Waiting time 245.0
[Simulate] Step 3166: Queue length 1, Waiting time 246.0
[Simulate] Step 3167: Queue length 1, Waiting time 247.0
[Simulate] Step 3168: Queue length 1, Waiting time 248.0
[Simulate] Step 3169: Queue length 1, Waiting time 249.0
[Simulate] Step 3170: Queue length 1, Waiting time 250.0
[Simulate] Step 3171: Queue length 1, Waiting time 251.0
[Simulate] Step 3172: Queue length 1, Waiting time 252.0
[Simulate] Step 3173: Queue length 1, Waiting time 253.0
[Simulate] Step 3174: Queue length 1, Waiting time 254.0
[Simulate] Step 3175: Queue length 1, Waiting time 255.0
[Simulate] Step 3176: Queue length 1, Waiting time 256.0
[Simulate] Step 3177: Queue length 1, Waiting time 257.0
[Simulate] Step 3178: Queue length 1, Waiting time 258.0
[Simulate] Step 3179: Queue length 1, Waiting time 259.0
[Simulate] Step 3180: Queue length 1, Waiting time 260.0
[Simulate] Step 3181: Queue length 1, Waiting time 261.0
[Simulate] Step 3182: Queue length 1, Waiting time 262.0
[Simulate] Step 3183: Queue length 1, Waiting time 263.0
[Simulate] Step 3184: Queue length 1, Waiting time 264.0
[Simulate] Step 3185: Queue length 1, Waiting time 265.0
[Simulate] Step 3186: Queue length 1, Waiting time 266.0
[Simulate] Step 3187: Queue length 1, Waiting time 267.0
[Simulate] Step 3188: Queue length 1, Waiting time 268.0
[Simulate] Step 3189: Queue length 1, Waiting time 269.0
[Simulate] Step 3190: Queue length 1, Waiting time 270.0
[Simulate] Step 3191: Queue length 1, Waiting time 271.0
[Simulate] Step 3192: Queue length 1, Waiting time 272.0
[Simulate] Step 3193: Queue length 1, Waiting time 273.0
[Step 3193] Agent 0 Action: 0, Reward: -0.1940
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 3194: Queue length 1, Waiting time 274.0
[Simulate] Step 3195: Queue length 1, Waiting time 275.0
[Simulate] Step 3196: Queue length 1, Waiting time 276.0
[Simulate] Step 3197: Queue length 1, Waiting time 277.0
[Step 3197] Adaptive green duration: 48
[Simulate] Step 3198: Queue length 1, Waiting time 278.0
[Simulate] Step 3199: Queue length 1, Waiting time 279.0
[Simulate] Step 3200: Queue length 1, Waiting time 280.0
[Simulate] Step 3201: Queue length 2, Waiting time 282.0
[Simulate] Step 3202: Queue length 2, Waiting time 284.0
[Simulate] Step 3203: Queue length 2, Waiting time 286.0
[Simulate] Step 3204: Queue length 2, Waiting time 288.0
[Simulate] Step 3205: Queue length 2, Waiting time 290.0
[Simulate] Step 3206: Queue length 2, Waiting time 292.0
[Simulate] Step 3207: Queue length 2, Waiting time 294.0
[Simulate] Step 3208: Queue length 2, Waiting time 296.0
[Simulate] Step 3209: Queue length 2, Waiting time 298.0
[Simulate] Step 3210: Queue length 2, Waiting time 300.0
[Simulate] Step 3211: Queue length 2, Waiting time 302.0
[Simulate] Step 3212: Queue length 2, Waiting time 304.0
[Simulate] Step 3213: Queue length 2, Waiting time 306.0
[Simulate] Step 3214: Queue length 2, Waiting time 308.0
[Simulate] Step 3215: Queue length 2, Waiting time 310.0
[Simulate] Step 3216: Queue length 2, Waiting time 312.0
[Simulate] Step 3217: Queue length 2, Waiting time 314.0
[Simulate] Step 3218: Queue length 2, Waiting time 316.0
[Simulate] Step 3219: Queue length 2, Waiting time 318.0
[Simulate] Step 3220: Queue length 2, Waiting time 320.0
[Simulate] Step 3221: Queue length 2, Waiting time 322.0
[Simulate] Step 3222: Queue length 2, Waiting time 324.0
[Simulate] Step 3223: Queue length 2, Waiting time 326.0
[Simulate] Step 3224: Queue length 2, Waiting time 328.0
[Simulate] Step 3225: Queue length 2, Waiting time 330.0
[Simulate] Step 3226: Queue length 2, Waiting time 332.0
[Simulate] Step 3227: Queue length 2, Waiting time 334.0
[Simulate] Step 3228: Queue length 2, Waiting time 336.0
[Simulate] Step 3229: Queue length 2, Waiting time 338.0
[Simulate] Step 3230: Queue length 2, Waiting time 340.0
[Simulate] Step 3231: Queue length 2, Waiting time 342.0
[Simulate] Step 3232: Queue length 2, Waiting time 344.0
[Simulate] Step 3233: Queue length 2, Waiting time 346.0
[Simulate] Step 3234: Queue length 2, Waiting time 348.0
[Simulate] Step 3235: Queue length 2, Waiting time 350.0
[Simulate] Step 3236: Queue length 2, Waiting time 352.0
[Simulate] Step 3237: Queue length 2, Waiting time 354.0
[Simulate] Step 3238: Queue length 2, Waiting time 356.0
[Simulate] Step 3239: Queue length 2, Waiting time 358.0
[Simulate] Step 3240: Queue length 2, Waiting time 360.0
[Simulate] Step 3241: Queue length 2, Waiting time 362.0
[Simulate] Step 3242: Queue length 2, Waiting time 364.0
[Simulate] Step 3243: Queue length 2, Waiting time 366.0
[Simulate] Step 3244: Queue length 2, Waiting time 368.0
[Simulate] Step 3245: Queue length 2, Waiting time 370.0
[Step 3245] Agent 0 Action: 2, Reward: -0.3040
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 3246: Queue length 2, Waiting time 372.0
